Dong,사업_사업체현황조직형태별_Gu_Gu_Gu,사업_사업체현황조직형태별_합계_사업체수_사업체수,사업_사업체현황조직형태별_합계_사업체수_여성대표자,사업_사업체현황조직형태별_합계_종사자수_계,사업_사업체현황조직형태별_합계_종사자수_남,사업_사업체현황조직형태별_합계_종사자수_여,사업_사업체현황조직형태별_개인_사업체수_사업체수,사업_사업체현황조직형태별_개인_종사자수_종사자수,사업_사업체현황조직형태별_회사법인_사업체수_사업체수,사업_사업체현황조직형태별_회사법인_종사자수_종사자수,사업_사업체현황조직형태별_회사이외의 법인_사업체수_사업체수,사업_사업체현황조직형태별_회사이외의 법인_종사자수_종사자수,사업_사업체현황조직형태별_비법인단체_사업체수_사업체수,사업_사업체현황조직형태별_비법인단체_종사자수_종사자수
Siheung 2(i)-dong,Geumcheon-gu,551.0,169.0,1787.0,743.0,1044.0,487.0,894.0,13.0,98.0,16.0,553.0,35.0,242.0
Siheung 3(sam)-dong,Geumcheon-gu,3182.0,513.0,9142.0,6649.0,2493.0,2452.0,4663.0,679.0,3838.0,22.0,561.0,29.0,80.0
Siheung 4(sa)-dong,Geumcheon-gu,882.0,312.0,1956.0,939.0,1017.0,793.0,1377.0,11.0,77.0,14.0,288.0,64.0,214.0
Siheung 5(o)-dong,Geumcheon-gu,1204.0,485.0,3451.0,1745.0,1706.0,1088.0,2125.0,29.0,844.0,14.0,200.0,73.0,282.0
Yeouido-dong,Yeongdeungpo-gu,7564.0,2137.0,150020.0,93140.0,56880.0,3617.0,12506.0,3314.0,110671.0,390.0,24696.0,243.0,2147.0
Dangsan 1(il)-dong,Yeongdeungpo-gu,3092.0,881.0,16953.0,9502.0,7451.0,2323.0,5132.0,619.0,7995.0,73.0,3524.0,77.0,302.0
Dangsan2(i)-dong,Yeongdeungpo-gu,2164.0,732.0,16477.0,8491.0,7986.0,1490.0,3945.0,562.0,10772.0,53.0,1399.0,59.0,361.0
Yangpyeong 1(il)-dong,Yeongdeungpo-gu,3186.0,486.0,19922.0,12808.0,7114.0,2478.0,4507.0,612.0,14372.0,44.0,730.0,52.0,313.0
Yangpyeong 2(i)-dong,Yeongdeungpo-gu,2074.0,570.0,18234.0,11812.0,6422.0,1306.0,3842.0,689.0,13100.0,32.0,952.0,47.0,340.0
Singil 1(il)-dong,Yeongdeungpo-gu,1177.0,470.0,4035.0,1982.0,2053.0,1027.0,2049.0,92.0,929.0,22.0,847.0,36.0,210.0
Singil 3(sam)-dong,Yeongdeungpo-gu,1007.0,392.0,3056.0,1737.0,1319.0,915.0,1661.0,55.0,914.0,14.0,378.0,23.0,103.0
Singil 4(sa)-dong,Yeongdeungpo-gu,595.0,209.0,1567.0,766.0,801.0,534.0,988.0,29.0,302.0,8.0,166.0,24.0,111.0
Singil 5(o)-dong,Yeongdeungpo-gu,689.0,213.0,2079.0,1243.0,836.0,596.0,980.0,41.0,349.0,20.0,615.0,32.0,135.0
Singil 6(yuk)-dong,Yeongdeungpo-gu,1232.0,443.0,3974.0,1919.0,2055.0,1073.0,2214.0,82.0,1077.0,30.0,557.0,47.0,126.0
Singil 7(chil)-dong,Yeongdeungpo-gu,591.0,200.0,3030.0,1516.0,1514.0,458.0,998.0,84.0,1121.0,22.0,783.0,27.0,128.0
Daerim 1(il)-dong,Yeongdeungpo-gu,1129.0,479.0,4079.0,1757.0,2322.0,990.0,2243.0,81.0,477.0,17.0,1196.0,41.0,163.0
Daerim 2(i)-dong,Yeongdeungpo-gu,1408.0,590.0,4437.0,2365.0,2072.0,1272.0,2727.0,96.0,1385.0,13.0,263.0,27.0,62.0
Daerim 3(sam)-dong,Yeongdeungpo-gu,2907.0,739.0,10781.0,6212.0,4569.0,2460.0,5392.0,334.0,4357.0,35.0,671.0,78.0,361.0
Yeongdeungpobon-dong,Yeongdeungpo-gu,1240.0,494.0,4537.0,2151.0,2386.0,1042.0,2339.0,123.0,1333.0,28.0,638.0,47.0,227.0
Yeongdeungpo-dong,Yeongdeungpo-gu,6076.0,1898.0,34547.0,18701.0,15846.0,4779.0,10882.0,1103.0,19242.0,98.0,3945.0,96.0,478.0
Dorim-dong,Yeongdeungpo-gu,1025.0,355.0,3138.0,1935.0,1203.0,859.0,1991.0,115.0,816.0,10.0,80.0,41.0,251.0
Mullae-dong,Yeongdeungpo-gu,4995.0,993.0,36161.0,22972.0,13189.0,3657.0,8814.0,1172.0,25471.0,73.0,1335.0,93.0,541.0
Noryangjin 2(i)-dong,Dongjak-gu,1035.0,428.0,5138.0,2476.0,2662.0,899.0,1967.0,83.0,1737.0,17.0,1307.0,36.0,127.0
Sangdo 1(il)-dong,Dongjak-gu,1724.0,676.0,6250.0,3245.0,3005.0,1456.0,3398.0,153.0,1168.0,40.0,1353.0,75.0,331.0
Sangdo 2(i)-dong,Dongjak-gu,1261.0,541.0,4090.0,1888.0,2202.0,1110.0,2533.0,82.0,771.0,23.0,610.0,46.0,176.0
Sangdo 3(sam)-dong,Dongjak-gu,989.0,393.0,2720.0,1260.0,1460.0,895.0,1927.0,41.0,449.0,10.0,237.0,43.0,107.0
Sangdo 4(sa)-dong,Dongjak-gu,1006.0,366.0,2879.0,1324.0,1555.0,899.0,1846.0,36.0,254.0,19.0,608.0,52.0,171.0
Sadang 1(il)-dong,Dongjak-gu,1744.0,628.0,8660.0,4398.0,4262.0,1379.0,3485.0,267.0,4290.0,41.0,676.0,57.0,209.0
Sadang 3(sam)-dong,Dongjak-gu,1037.0,348.0,4303.0,2195.0,2108.0,853.0,1847.0,85.0,1458.0,29.0,721.0,70.0,277.0
Sadang 4(sa)-dong,Dongjak-gu,663.0,259.0,1638.0,807.0,831.0,603.0,1238.0,20.0,123.0,10.0,195.0,30.0,82.0
Sadang 5(o)-dong,Dongjak-gu,517.0,161.0,1692.0,905.0,787.0,434.0,853.0,36.0,315.0,16.0,425.0,31.0,99.0
Daebang-dong,Dongjak-gu,1689.0,608.0,12717.0,7734.0,4983.0,1327.0,3544.0,235.0,6880.0,57.0,1891.0,70.0,402.0
Sindaebang 1(il)-dong,Dongjak-gu,1050.0,422.0,4496.0,2480.0,2016.0,887.0,2035.0,118.0,1433.0,16.0,829.0,29.0,199.0
Sindaebang 2(i)-dong,Dongjak-gu,1254.0,495.0,27372.0,15489.0,11883.0,919.0,2407.0,219.0,20026.0,45.0,4091.0,71.0,848.0
Heukseok-dong,Dongjak-gu,1622.0,698.0,9671.0,4838.0,4833.0,1379.0,3130.0,109.0,1045.0,62.0,5190.0,72.0,306.0
Noryangjin 1(il)-dong,Dongjak-gu,2893.0,1104.0,11058.0,5830.0,5228.0,2636.0,6820.0,171.0,2896.0,38.0,1055.0,48.0,287.0
Sadang 2(i)-dong,Dongjak-gu,1551.0,637.0,5323.0,2578.0,2745.0,1346.0,3413.0,118.0,1092.0,31.0,529.0,56.0,289.0
Boramae-dong,Gwanak-gu,1316.0,537.0,4966.0,2387.0,2579.0,1125.0,2358.0,125.0,1923.0,24.0,577.0,42.0,108.0
Cheongnim-dong,Gwanak-gu,430.0,180.0,1059.0,488.0,571.0,397.0,783.0,7.0,62.0,7.0,105.0,19.0,109.0
Haengun-dong,Gwanak-gu,1397.0,555.0,5161.0,2451.0,2710.0,1211.0,3144.0,98.0,938.0,35.0,631.0,53.0,448.0
Nagseongdae-dong,Gwanak-gu,1277.0,481.0,7971.0,4006.0,3965.0,1009.0,3251.0,170.0,3729.0,42.0,814.0,56.0,177.0
Jungang-dong,Gwanak-gu,1469.0,382.0,4681.0,2240.0,2441.0,1309.0,2577.0,110.0,1680.0,13.0,201.0,37.0,223.0
Inheon-dong,Gwanak-gu,1123.0,441.0,4406.0,2145.0,2261.0,999.0,2037.0,77.0,1786.0,16.0,363.0,31.0,220.0
Namhyeon-dong,Gwanak-gu,842.0,337.0,5952.0,3217.0,2735.0,664.0,1985.0,125.0,3446.0,26.0,443.0,27.0,78.0
Sewon-dong,Gwanak-gu,1298.0,489.0,6702.0,3076.0,3626.0,1098.0,3826.0,141.0,2341.0,23.0,298.0,36.0,237.0
Sinwon-dong,Gwanak-gu,877.0,363.0,2256.0,1036.0,1220.0,815.0,1541.0,18.0,245.0,9.0,285.0,35.0,185.0
Serim-dong,Gwanak-gu,857.0,295.0,2755.0,1602.0,1153.0,771.0,1675.0,35.0,628.0,11.0,234.0,40.0,218.0
Sinsa-dong,Gwanak-gu,1451.0,525.0,4365.0,2238.0,2127.0,1285.0,2865.0,109.0,1059.0,13.0,266.0,44.0,175.0
Sillim-dong,Gwanak-gu,1744.0,755.0,5632.0,2952.0,2680.0,1598.0,3947.0,109.0,1239.0,12.0,350.0,25.0,96.0
Nanhyang-dong,Gwanak-gu,392.0,133.0,1685.0,858.0,827.0,349.0,707.0,14.0,580.0,7.0,258.0,22.0,140.0
Jowon-dong,Gwanak-gu,2172.0,724.0,7225.0,3902.0,3323.0,1890.0,4833.0,198.0,1588.0,26.0,578.0,58.0,226.0
Daehak-dong,Gwanak-gu,1562.0,596.0,11988.0,6658.0,5330.0,1327.0,3168.0,92.0,1392.0,74.0,6969.0,69.0,459.0
Euncheon-dong,Gwanak-gu,1673.0,589.0,7535.0,4074.0,3461.0,1434.0,3417.0,128.0,2724.0,31.0,981.0,80.0,413.0
Seonghyeon-dong,Gwanak-gu,834.0,287.0,2449.0,1121.0,1328.0,741.0,1554.0,26.0,257.0,12.0,423.0,55.0,215.0
Cheongnyong-dong,Gwanak-gu,1946.0,770.0,12463.0,6431.0,6032.0,1625.0,3745.0,186.0,4001.0,56.0,4435.0,79.0,282.0
Nangok-dong,Gwanak-gu,935.0,295.0,1988.0,1013.0,975.0,862.0,1400.0,9.0,57.0,14.0,385.0,50.0,146.0
Samseong-dong,Gwanak-gu,1139.0,422.0,2615.0,1336.0,1279.0,1037.0,1677.0,21.0,201.0,26.0,473.0,55.0,264.0
Miseong-dong,Gwanak-gu,1575.0,549.0,5201.0,2791.0,2410.0,1387.0,2970.0,83.0,1260.0,23.0,628.0,82.0,343.0
Seocho 1(il)-dong,Seocho-gu,3047.0,770.0,26660.0,16637.0,10023.0,1742.0,4800.0,1089.0,18415.0,131.0,2780.0,85.0,665.0
Seocho 2(i)-dong,Seocho-gu,4253.0,1175.0,49210.0,32181.0,17029.0,2187.0,6511.0,1805.0,37666.0,146.0,4425.0,115.0,608.0
Seocho 3(sam)-dong,Seocho-gu,6884.0,1627.0,65115.0,39050.0,26065.0,3915.0,12369.0,2267.0,37006.0,560.0,14834.0,142.0,906.0
Seocho 4(sa)-dong,Seocho-gu,2704.0,837.0,27523.0,15445.0,12078.0,1925.0,8975.0,602.0,16208.0,131.0,1931.0,46.0,409.0
Jamwon-dong,Seocho-gu,2176.0,730.0,13886.0,7487.0,6399.0,1435.0,4266.0,644.0,8680.0,29.0,428.0,68.0,512.0
Banpobon-dong,Seocho-gu,668.0,364.0,2280.0,1009.0,1271.0,599.0,1226.0,49.0,492.0,12.0,468.0,8.0,94.0
Banpo 1(il)-dong,Seocho-gu,1548.0,554.0,9227.0,5337.0,3890.0,1145.0,3383.0,351.0,5042.0,26.0,553.0,26.0,249.0
Banpo 2(i)-dong,Seocho-gu,428.0,190.0,2223.0,1082.0,1141.0,335.0,707.0,50.0,596.0,19.0,711.0,24.0,209.0
Banpo 3(sam)-dong,Seocho-gu,887.0,360.0,5949.0,2653.0,3296.0,706.0,1656.0,122.0,3240.0,23.0,681.0,36.0,372.0
Banpo 4(sa)-dong,Seocho-gu,3382.0,1498.0,29186.0,15030.0,14156.0,2547.0,7590.0,732.0,15415.0,68.0,5862.0,35.0,319.0
Bangbaebon-dong,Seocho-gu,1606.0,569.0,10745.0,5492.0,5253.0,1155.0,2855.0,381.0,7198.0,26.0,392.0,44.0,300.0
Bangbae 1(il)-dong,Seocho-gu,1629.0,534.0,13769.0,9466.0,4303.0,1080.0,2746.0,472.0,10429.0,43.0,471.0,34.0,123.0
Bangbae 2(i)-dong,Seocho-gu,1771.0,568.0,14947.0,9937.0,5010.0,1200.0,2887.0,474.0,10138.0,45.0,1752.0,52.0,170.0
Bangbae 3(sam)-dong,Seocho-gu,1103.0,347.0,10484.0,6820.0,3664.0,696.0,2316.0,286.0,6537.0,64.0,1320.0,57.0,311.0
Bangbae 4(sa)-dong,Seocho-gu,2265.0,752.0,13140.0,8065.0,5075.0,1576.0,3868.0,580.0,8210.0,47.0,837.0,62.0,225.0
Yangjae 1(il)-dong,Seocho-gu,3090.0,864.0,30202.0,20481.0,9721.0,1716.0,4706.0,1187.0,22623.0,102.0,2394.0,85.0,479.0
Yangjae 2(i)-dong,Seocho-gu,4981.0,1307.0,44373.0,30460.0,13913.0,2835.0,6707.0,1998.0,34201.0,102.0,3310.0,46.0,155.0
Naegok-dong,Seocho-gu,460.0,107.0,5035.0,2983.0,2052.0,344.0,745.0,77.0,2333.0,27.0,1919.0,12.0,38.0
Sinsa-dong,Gangnam-gu,4334.0,1629.0,27047.0,13256.0,13791.0,2991.0,11281.0,1277.0,15019.0,35.0,572.0,31.0,175.0
Nonhyeon 1(il)-dong,Gangnam-gu,4970.0,1437.0,38902.0,21945.0,16957.0,2985.0,10483.0,1842.0,27183.0,90.0,1001.0,53.0,235.0
Nonhyeon 2(i)-dong,Gangnam-gu,5128.0,1441.0,56495.0,33474.0,23021.0,2799.0,9824.0,2126.0,42658.0,147.0,3762.0,56.0,251.0
Samseong 1(il)-dong,Gangnam-gu,3170.0,824.0,49715.0,31180.0,18535.0,1473.0,6066.0,1533.0,37723.0,104.0,5578.0,60.0,348.0
Samseong 2(i)-dong,Gangnam-gu,3008.0,862.0,30057.0,17501.0,12556.0,1687.0,5497.0,1171.0,20536.0,70.0,3661.0,80.0,363.0
Daechi 1(il)-dong,Gangnam-gu,1004.0,424.0,6550.0,3112.0,3438.0,781.0,2899.0,171.0,2371.0,24.0,1046.0,28.0,234.0
Daechi 4(sa)-dong,Gangnam-gu,3242.0,1083.0,26790.0,15723.0,11067.0,2206.0,7545.0,916.0,18133.0,68.0,894.0,52.0,218.0
Yeoksam 1(il)-dong,Gangnam-gu,12516.0,3370.0,144308.0,87953.0,56355.0,6636.0,25484.0,5236.0,104305.0,499.0,13725.0,145.0,794.0
Yeoksam 2(i)-dong,Gangnam-gu,2956.0,833.0,34579.0,20605.0,13974.0,1575.0,5508.0,1241.0,26737.0,80.0,1845.0,60.0,489.0
Dogok 1(il)-dong,Gangnam-gu,1392.0,431.0,14298.0,8336.0,5962.0,880.0,3063.0,429.0,8388.0,33.0,2402.0,50.0,445.0
Dogok 2(i)-dong,Gangnam-gu,1646.0,524.0,18453.0,11051.0,7402.0,919.0,2924.0,652.0,13106.0,36.0,2089.0,39.0,334.0
Gaepo 1(il)-dong,Gangnam-gu,459.0,173.0,1318.0,758.0,560.0,422.0,660.0,15.0,238.0,4.0,225.0,18.0,195.0
Gaepo 4(sa)-dong,Gangnam-gu,3257.0,601.0,11318.0,7578.0,3740.0,2420.0,4211.0,757.0,6198.0,36.0,668.0,44.0,241.0
Irwonbon-dong,Gangnam-gu,492.0,201.0,8073.0,2156.0,5917.0,418.0,905.0,26.0,294.0,23.0,6576.0,25.0,298.0
Irwon 1(il)-dong,Gangnam-gu,894.0,337.0,5454.0,3038.0,2416.0,709.0,1896.0,131.0,2925.0,18.0,455.0,36.0,178.0
Irwon 2(i)-dong,Gangnam-gu,575.0,191.0,5064.0,3248.0,1816.0,419.0,907.0,96.0,1414.0,32.0,2522.0,28.0,221.0
Suseo-dong,Gangnam-gu,1333.0,315.0,17294.0,11139.0,6155.0,654.0,1802.0,602.0,14096.0,47.0,1143.0,30.0,253.0
Segok-dong,Gangnam-gu,437.0,112.0,2422.0,1582.0,840.0,324.0,744.0,85.0,1004.0,17.0,561.0,11.0,113.0
Apgujeong -dong,Gangnam-gu,3778.0,1456.0,28387.0,12802.0,15585.0,2591.0,11185.0,1098.0,15935.0,49.0,780.0,40.0,487.0
Cheongdam -dong,Gangnam-gu,3793.0,1512.0,36500.0,18586.0,17914.0,2464.0,11379.0,1200.0,23283.0,62.0,1478.0,67.0,360.0
Daechi 2(i)-dong,Gangnam-gu,3220.0,1125.0,50271.0,30456.0,19815.0,1945.0,6123.0,1110.0,39774.0,96.0,3780.0,69.0,594.0
Gaepo 2(i)-dong,Gangnam-gu,1010.0,414.0,4045.0,2046.0,1999.0,834.0,1802.0,94.0,961.0,24.0,852.0,58.0,430.0
Pungnap 1(il)-dong,Songpa-gu,806.0,316.0,2501.0,1117.0,1384.0,726.0,1220.0,44.0,907.0,14.0,228.0,22.0,146.0
Pungnap 2(i)-dong,Songpa-gu,1236.0,438.0,14873.0,6036.0,8837.0,1010.0,2697.0,119.0,2635.0,56.0,9341.0,51.0,200.0
Geoyeo 1(il)-dong,Songpa-gu,828.0,287.0,2534.0,1342.0,1192.0,700.0,1416.0,68.0,574.0,22.0,374.0,38.0,170.0
Geoyeo 2(i)-dong,Songpa-gu,1223.0,418.0,4400.0,2412.0,1988.0,1074.0,2180.0,80.0,1414.0,16.0,565.0,53.0,241.0
Macheon 1(il)-dong,Songpa-gu,910.0,323.0,2057.0,1111.0,946.0,829.0,1409.0,18.0,256.0,17.0,229.0,46.0,163.0
Macheon 2(i)-dong,Songpa-gu,1340.0,486.0,3993.0,2133.0,1860.0,1198.0,2246.0,58.0,798.0,19.0,528.0,65.0,421.0
Bangi 1(il)-dong,Songpa-gu,1312.0,506.0,8976.0,5445.0,3531.0,988.0,2826.0,263.0,5490.0,26.0,502.0,35.0,158.0
Bangi 2(i)-dong,Songpa-gu,2771.0,895.0,21572.0,13216.0,8356.0,1918.0,5165.0,754.0,15342.0,46.0,584.0,53.0,481.0
Oryun-dong,Songpa-gu,510.0,212.0,4286.0,2367.0,1919.0,329.0,678.0,51.0,1029.0,81.0,2326.0,49.0,253.0
Ogeum-dong,Songpa-gu,3197.0,783.0,16645.0,10500.0,6145.0,2594.0,5250.0,472.0,9311.0,47.0,1631.0,84.0,453.0
Songpa 1(il)-dong,Songpa-gu,2442.0,721.0,11419.0,7212.0,4207.0,1923.0,4353.0,428.0,6403.0,33.0,443.0,58.0,220.0
Songpa 2(i)-dong,Songpa-gu,881.0,371.0,5434.0,3360.0,2074.0,733.0,1534.0,97.0,3047.0,15.0,630.0,36.0,223.0
Seokchon-dong,Songpa-gu,2757.0,992.0,14313.0,8588.0,5725.0,2141.0,5611.0,503.0,8098.0,33.0,356.0,80.0,248.0
Samjeon-dong,Songpa-gu,1972.0,691.0,10176.0,6665.0,3511.0,1562.0,3813.0,319.0,5396.0,31.0,788.0,60.0,179.0
Garakbon-dong,Songpa-gu,3460.0,1037.0,28071.0,16938.0,11133.0,2210.0,6096.0,1075.0,17265.0,75.0,4290.0,100.0,420.0
Garak 1(il)-dong,Songpa-gu,3322.0,874.0,11184.0,8044.0,3140.0,1318.0,2888.0,1911.0,7426.0,39.0,680.0,54.0,190.0
Garak 2(i)-dong,Songpa-gu,1832.0,691.0,8739.0,4988.0,3751.0,1439.0,3273.0,298.0,4127.0,26.0,903.0,69.0,436.0
Munjeong 1(il)-dong,Songpa-gu,1434.0,497.0,6648.0,4260.0,2388.0,1045.0,2285.0,323.0,3886.0,15.0,331.0,51.0,146.0
Munjeong 2(i)-dong,Songpa-gu,2170.0,677.0,10862.0,6835.0,4027.0,1436.0,3549.0,695.0,6410.0,22.0,786.0,17.0,117.0
Jangji-dong,Songpa-gu,1449.0,440.0,9945.0,7099.0,2846.0,1109.0,2361.0,212.0,6090.0,33.0,1079.0,95.0,415.0
Jamsilbon-dong,Songpa-gu,3052.0,1079.0,17039.0,10159.0,6880.0,2382.0,7224.0,555.0,9112.0,46.0,447.0,69.0,256.0
Jamsil 4(sa)-dong,Songpa-gu,462.0,209.0,1727.0,664.0,1063.0,413.0,995.0,21.0,193.0,15.0,340.0,13.0,199.0
Jamsil 6(yuk)-dong,Songpa-gu,1959.0,565.0,23128.0,14349.0,8779.0,1337.0,3118.0,528.0,15042.0,66.0,4761.0,28.0,207.0
Jamsil 7(chil)-dong,Songpa-gu,195.0,101.0,976.0,473.0,503.0,160.0,263.0,17.0,224.0,10.0,394.0,8.0,95.0
Jamsil 2(i)-dong,Songpa-gu,765.0,349.0,3661.0,1608.0,2053.0,602.0,1508.0,62.0,524.0,33.0,1310.0,68.0,319.0
Jamsil 3(sam)-dong,Songpa-gu,1218.0,606.0,8056.0,3524.0,4532.0,955.0,2500.0,226.0,4832.0,23.0,540.0,14.0,184.0
Gangil-dong,Gangdong-gu,683.0,217.0,14694.0,11453.0,3241.0,566.0,1571.0,64.0,11805.0,20.0,1025.0,33.0,293.0
Sangil-dong,Gangdong-gu,1238.0,371.0,5441.0,2682.0,2759.0,1086.0,2068.0,69.0,545.0,32.0,2568.0,51.0,260.0
Myeongil 1(il)-dong,Gangdong-gu,1665.0,737.0,5027.0,2300.0,2727.0,1524.0,3545.0,89.0,921.0,18.0,367.0,34.0,194.0
Myeongil 2(i)-dong,Gangdong-gu,1267.0,596.0,5137.0,2366.0,2771.0,1091.0,3015.0,132.0,1210.0,11.0,659.0,33.0,253.0
Godeok 1(il)-dong,Gangdong-gu,550.0,193.0,1749.0,866.0,883.0,487.0,807.0,18.0,99.0,16.0,758.0,29.0,85.0
Godeok 2(i)-dong,Gangdong-gu,1945.0,257.0,3801.0,2611.0,1190.0,1862.0,2393.0,29.0,525.0,27.0,793.0,27.0,90.0
Amsa 2(i)-dong,Gangdong-gu,812.0,300.0,3671.0,1628.0,2043.0,714.0,1654.0,65.0,1691.0,10.0,239.0,23.0,87.0
Amsa 3(sam)-dong,Gangdong-gu,603.0,200.0,1911.0,961.0,950.0,528.0,1030.0,42.0,353.0,8.0,456.0,25.0,72.0
Cheonho 1(il)-dong,Gangdong-gu,1558.0,537.0,5102.0,2473.0,2629.0,1387.0,2763.0,106.0,1315.0,25.0,885.0,40.0,139.0
Cheonho 3(sam)-dong,Gangdong-gu,1877.0,713.0,6171.0,3271.0,2900.0,1616.0,3231.0,175.0,2428.0,31.0,251.0,55.0,261.0
Seongnae 1(il)-dong,Gangdong-gu,2045.0,608.0,15379.0,9343.0,6036.0,1462.0,3773.0,482.0,8587.0,47.0,2854.0,54.0,165.0
Seongnae 2(i)-dong,Gangdong-gu,1928.0,714.0,7545.0,3571.0,3974.0,1667.0,3926.0,193.0,3275.0,16.0,162.0,52.0,182.0
Seongnae 3(sam)-dong,Gangdong-gu,2384.0,918.0,10273.0,5739.0,4534.0,1985.0,5114.0,310.0,4558.0,29.0,275.0,60.0,326.0
Dunchon 1(il)-dong,Gangdong-gu,404.0,183.0,1318.0,742.0,576.0,370.0,479.0,16.0,214.0,9.0,423.0,9.0,202.0
Dunchon 2(i)-dong,Gangdong-gu,1610.0,567.0,9104.0,4843.0,4261.0,1339.0,3213.0,158.0,3441.0,32.0,2212.0,81.0,238.0
Amsa 1(il)-dong,Gangdong-gu,1947.0,707.0,5139.0,2752.0,2387.0,1783.0,3631.0,92.0,1003.0,12.0,331.0,60.0,174.0
Cheonho 2(i)-dong,Gangdong-gu,3424.0,1348.0,14008.0,6471.0,7537.0,2924.0,7564.0,383.0,5049.0,41.0,947.0,76.0,448.0
Gil-dong,Gangdong-gu,3816.0,1372.0,18259.0,9233.0,9026.0,3272.0,9020.0,402.0,6906.0,39.0,1947.0,103.0,386.0
