Dong,사업_사업체현황종사자규모별_Gu_Gu_Gu,사업_사업체현황종사자규모별_합계_사업체수_사업체수,사업_사업체현황종사자규모별_합계_사업체수_여성대표자,사업_사업체현황종사자규모별_합계_종사자수_계,사업_사업체현황종사자규모별_합계_종사자수_남,사업_사업체현황종사자규모별_합계_종사자수_여,사업_사업체현황종사자규모별_1~4명_사업체수_사업체수,사업_사업체현황종사자규모별_1~4명_종사자수_종사자수,사업_사업체현황종사자규모별_5~9명_사업체수_사업체수,사업_사업체현황종사자규모별_5~9명_종사자수_종사자수,사업_사업체현황종사자규모별_10~19명_사업체수_사업체수,사업_사업체현황종사자규모별_10~19명_종사자수_종사자수,사업_사업체현황종사자규모별_20~49명_사업체수_사업체수,사업_사업체현황종사자규모별_20~49명_종사자수_종사자수,사업_사업체현황종사자규모별_50~99명_사업체수_사업체수,사업_사업체현황종사자규모별_50~99명_종사자수_종사자수,사업_사업체현황종사자규모별_100~299명_사업체수_사업체수,사업_사업체현황종사자규모별_100~299명_종사자수_종사자수,사업_사업체현황종사자규모별_300~499명_사업체수_사업체수,사업_사업체현황종사자규모별_300~499명_종사자수_종사자수,사업_사업체현황종사자규모별_500~999명_사업체수_사업체수,사업_사업체현황종사자규모별_500~999명_종사자수_종사자수,"사업_사업체현황종사자규모별_1,000명 이상_사업체수_사업체수","사업_사업체현황종사자규모별_1,000명 이상_종사자수_종사자수"
Noryangjin 1(il)-dong,Dongjak-gu,2893.0,1104.0,11058.0,5830.0,5228.0,2563.0,5566.0,224.0,1357.0,61.0,820.0,31,918,8,520,3,325,2,693,1,859,-,-
Sadang 2(i)-dong,Dongjak-gu,1551.0,637.0,5323.0,2578.0,2745.0,1275.0,2391.0,194.0,1201.0,64.0,810.0,11,293,4,246,3,382,-,-,-,-,-,-
Boramae-dong,Gwanak-gu,1316.0,537.0,4966.0,2387.0,2579.0,1155.0,1923.0,102.0,641.0,35.0,461.0,14,412,6,459,3,592,1,478,-,-,-,-
Cheongnim-dong,Gwanak-gu,430.0,180.0,1059.0,488.0,571.0,385.0,584.0,28.0,169.0,12.0,157.0,5,149,-,-,-,-,-,-,-,-,-,-
Haengun-dong,Gwanak-gu,1397.0,555.0,5161.0,2451.0,2710.0,1186.0,2138.0,143.0,910.0,40.0,538.0,14,375,11,692,3,508,-,-,-,-,-,-
Nagseongdae-dong,Gwanak-gu,1277.0,481.0,7971.0,4006.0,3965.0,997.0,1975.0,164.0,1032.0,67.0,871.0,27,878,11,739,9,1588,1,303,1,585,-,-
Jungang-dong,Gwanak-gu,1469.0,382.0,4681.0,2240.0,2441.0,1285.0,1900.0,110.0,687.0,49.0,643.0,19,558,5,342,-,-,-,-,1,551,-,-
Inheon-dong,Gwanak-gu,1123.0,441.0,4406.0,2145.0,2261.0,997.0,1718.0,75.0,478.0,29.0,385.0,9,246,7,458,5,712,1,409,-,-,-,-
Namhyeon-dong,Gwanak-gu,842.0,337.0,5952.0,3217.0,2735.0,612.0,1222.0,143.0,886.0,51.0,660.0,22,732,7,451,3,544,4,1457,-,-,-,-
Sewon-dong,Gwanak-gu,1298.0,489.0,6702.0,3076.0,3626.0,1004.0,1983.0,197.0,1292.0,63.0,781.0,18,545,10,637,3,360,3,1104,-,-,-,-
Sinwon-dong,Gwanak-gu,877.0,363.0,2256.0,1036.0,1220.0,807.0,1265.0,47.0,296.0,12.0,140.0,7,256,3,190,1,109,-,-,-,-,-,-
Serim-dong,Gwanak-gu,857.0,295.0,2755.0,1602.0,1153.0,753.0,1273.0,72.0,475.0,20.0,249.0,6,151,4,244,2,363,-,-,-,-,-,-
Sinsa-dong,Gwanak-gu,1451.0,525.0,4365.0,2238.0,2127.0,1248.0,2109.0,148.0,931.0,38.0,494.0,12,388,4,303,1,140,-,-,-,-,-,-
Sillim-dong,Gwanak-gu,1744.0,755.0,5632.0,2952.0,2680.0,1511.0,2785.0,166.0,1047.0,43.0,559.0,19,583,1,55,4,603,-,-,-,-,-,-
Nanhyang-dong,Gwanak-gu,392.0,133.0,1685.0,858.0,827.0,335.0,529.0,38.0,253.0,11.0,159.0,3,80,1,86,4,578,-,-,-,-,-,-
Jowon-dong,Gwanak-gu,2172.0,724.0,7225.0,3902.0,3323.0,1808.0,3298.0,275.0,1715.0,62.0,796.0,17,431,7,471,3,514,-,-,-,-,-,-
Daehak-dong,Gwanak-gu,1562.0,596.0,11988.0,6658.0,5330.0,1293.0,2465.0,157.0,964.0,66.0,862.0,27,795,14,1052,3,552,1,390,-,-,1,4908
Euncheon-dong,Gwanak-gu,1673.0,589.0,7535.0,4074.0,3461.0,1411.0,2216.0,156.0,999.0,58.0,763.0,30,866,11,754,4,503,2,674,1,760,-,-
Seonghyeon-dong,Gwanak-gu,834.0,287.0,2449.0,1121.0,1328.0,727.0,1117.0,77.0,496.0,20.0,256.0,5,126,3,230,2,224,-,-,-,-,-,-
Cheongnyong-dong,Gwanak-gu,1946.0,770.0,12463.0,6431.0,6032.0,1654.0,2838.0,180.0,1152.0,62.0,808.0,26,781,15,1054,4,723,1,392,2,1117,2,3598
Nangok-dong,Gwanak-gu,935.0,295.0,1988.0,1013.0,975.0,869.0,1213.0,48.0,301.0,14.0,181.0,-,-,4,293,-,-,-,-,-,-,-,-
Samseong-dong,Gwanak-gu,1139.0,422.0,2615.0,1336.0,1279.0,1068.0,1509.0,34.0,210.0,24.0,289.0,6,156,7,451,-,-,-,-,-,-,-,-
Miseong-dong,Gwanak-gu,1575.0,549.0,5201.0,2791.0,2410.0,1376.0,2094.0,119.0,771.0,46.0,580.0,22,703,8,561,4,492,-,-,-,-,-,-
Seocho 1(il)-dong,Seocho-gu,3047.0,770.0,26660.0,16637.0,10023.0,2070.0,4159.0,492.0,3166.0,266.0,3444.0,138,4182,43,3055,31,5156,5,1916,2,1582,-,-
Seocho 2(i)-dong,Seocho-gu,4253.0,1175.0,49210.0,32181.0,17029.0,2936.0,5438.0,635.0,4100.0,327.0,4257.0,217,6625,76,5183,42,6659,11,4171,6,3147,3,9630
Seocho 3(sam)-dong,Seocho-gu,6884.0,1627.0,65115.0,39050.0,26065.0,4587.0,10282.0,1318.0,8389.0,539.0,7205.0,276,8199,87,6028,56,8732,8,2968,8,5186,5,8126
Seocho 4(sa)-dong,Seocho-gu,2704.0,837.0,27523.0,15445.0,12078.0,1641.0,3640.0,581.0,3737.0,310.0,4188.0,123,3417,22,1631,19,3416,2,686,4,3033,2,3775
Jamwon-dong,Seocho-gu,2176.0,730.0,13886.0,7487.0,6399.0,1617.0,3471.0,355.0,2250.0,121.0,1551.0,53,1529,11,745,16,2913,2,627,1,800,-,-
Banpobon-dong,Seocho-gu,668.0,364.0,2280.0,1009.0,1271.0,577.0,952.0,60.0,361.0,19.0,259.0,4,117,7,485,1,106,-,-,-,-,-,-
Banpo 1(il)-dong,Seocho-gu,1548.0,554.0,9227.0,5337.0,3890.0,1124.0,2196.0,238.0,1505.0,124.0,1582.0,44,1344,13,1015,3,445,1,370,1,770,-,-
Banpo 2(i)-dong,Seocho-gu,428.0,190.0,2223.0,1082.0,1141.0,344.0,600.0,43.0,282.0,27.0,358.0,7,227,3,195,4,561,-,-,-,-,-,-
Banpo 3(sam)-dong,Seocho-gu,887.0,360.0,5949.0,2653.0,3296.0,705.0,1231.0,95.0,603.0,54.0,695.0,19,566,7,472,4,740,1,331,2,1311,-,-
Banpo 4(sa)-dong,Seocho-gu,3382.0,1498.0,29186.0,15030.0,14156.0,2521.0,5274.0,432.0,2755.0,242.0,3139.0,125,3856,34,2294,19,3415,5,1992,2,1202,2,5259
Bangbaebon-dong,Seocho-gu,1606.0,569.0,10745.0,5492.0,5253.0,1264.0,2338.0,206.0,1320.0,73.0,976.0,35,1069,20,1408,5,1055,1,333,1,870,1,1376
Bangbae 1(il)-dong,Seocho-gu,1629.0,534.0,13769.0,9466.0,4303.0,1187.0,2346.0,245.0,1554.0,112.0,1478.0,61,1650,13,890,6,988,2,845,1,505,2,3513
Bangbae 2(i)-dong,Seocho-gu,1771.0,568.0,14947.0,9937.0,5010.0,1318.0,2568.0,256.0,1630.0,104.0,1388.0,56,1560,15,998,16,2544,3,1123,2,1589,1,1547
Bangbae 3(sam)-dong,Seocho-gu,1103.0,347.0,10484.0,6820.0,3664.0,786.0,1396.0,164.0,1030.0,71.0,962.0,40,1257,21,1451,18,3081,2,724,1,583,-,-
Bangbae 4(sa)-dong,Seocho-gu,2265.0,752.0,13140.0,8065.0,5075.0,1745.0,3211.0,284.0,1836.0,147.0,1985.0,55,1583,19,1360,13,1811,1,345,-,-,1,1009
Yangjae 1(il)-dong,Seocho-gu,3090.0,864.0,30202.0,20481.0,9721.0,2019.0,4038.0,596.0,3820.0,247.0,3233.0,156,4620,40,2671,18,2910,7,2561,5,3866,2,2483
Yangjae 2(i)-dong,Seocho-gu,4981.0,1307.0,44373.0,30460.0,13913.0,3609.0,7206.0,802.0,5093.0,325.0,4242.0,137,3958,61,4080,26,4014,9,3523,9,5590,3,6667
Naegok-dong,Seocho-gu,460.0,107.0,5035.0,2983.0,2052.0,362.0,613.0,48.0,321.0,20.0,257.0,19,622,1,53,7,1302,2,836,-,-,1,1031
Sinsa-dong,Gangnam-gu,4334.0,1629.0,27047.0,13256.0,13791.0,2957.0,6582.0,869.0,5539.0,338.0,4424.0,117,3270,26,1725,23,3232,1,344,3,1931,-,-
Nonhyeon 1(il)-dong,Gangnam-gu,4970.0,1437.0,38902.0,21945.0,16957.0,3334.0,6974.0,899.0,5715.0,416.0,5521.0,207,6215,68,4544,40,6409,2,792,4,2732,-,-
Nonhyeon 2(i)-dong,Gangnam-gu,5128.0,1441.0,56495.0,33474.0,23021.0,3168.0,7234.0,1082.0,6900.0,443.0,5800.0,259,7679,102,7039,51,7925,12,5173,9,6116,2,2629
Samseong 1(il)-dong,Gangnam-gu,3170.0,824.0,49715.0,31180.0,18535.0,1706.0,4040.0,706.0,4528.0,365.0,4874.0,227,6878,79,5328,61,9617,16,6087,8,5727,2,2636
Samseong 2(i)-dong,Gangnam-gu,3008.0,862.0,30057.0,17501.0,12556.0,1958.0,4040.0,522.0,3313.0,253.0,3321.0,179,5214,50,3328,41,6648,1,397,3,1785,1,2011
Daechi 1(il)-dong,Gangnam-gu,1004.0,424.0,6550.0,3112.0,3438.0,680.0,1344.0,152.0,990.0,110.0,1444.0,47,1311,12,837,2,219,1,405,-,-,-,-
Daechi 4(sa)-dong,Gangnam-gu,3242.0,1083.0,26790.0,15723.0,11067.0,2198.0,4621.0,609.0,3940.0,215.0,2761.0,134,3932,55,3804,25,3812,4,1443,1,604,1,1873
Yeoksam 1(il)-dong,Gangnam-gu,12516.0,3370.0,144308.0,87953.0,56355.0,7735.0,17540.0,2582.0,16352.0,1152.0,14871.0,646,19331,198,13491,149,25107,25,9667,20,14231,9,13718
Yeoksam 2(i)-dong,Gangnam-gu,2956.0,833.0,34579.0,20605.0,13974.0,1808.0,4034.0,561.0,3610.0,281.0,3727.0,199,5876,71,5000,23,4084,7,2638,4,2712,2,2898
Dogok 1(il)-dong,Gangnam-gu,1392.0,431.0,14298.0,8336.0,5962.0,930.0,1859.0,231.0,1504.0,130.0,1748.0,60,1921,22,1596,15,2370,1,413,2,1063,1,1824
Dogok 2(i)-dong,Gangnam-gu,1646.0,524.0,18453.0,11051.0,7402.0,1044.0,2196.0,298.0,1957.0,145.0,1875.0,102,2947,29,2143,20,3354,5,1884,3,2097,-,-
Gaepo 1(il)-dong,Gangnam-gu,459.0,173.0,1318.0,758.0,560.0,429.0,624.0,13.0,84.0,7.0,89.0,6,185,3,207,1,129,-,-,-,-,-,-
Gaepo 4(sa)-dong,Gangnam-gu,3257.0,601.0,11318.0,7578.0,3740.0,2759.0,4329.0,288.0,1865.0,139.0,1770.0,51,1503,13,885,7,966,-,-,-,-,-,-
Irwonbon-dong,Gangnam-gu,492.0,201.0,8073.0,2156.0,5917.0,412.0,638.0,32.0,226.0,23.0,319.0,16,507,6,403,2,203,-,-,-,-,1,5777
Irwon 1(il)-dong,Gangnam-gu,894.0,337.0,5454.0,3038.0,2416.0,713.0,1388.0,96.0,609.0,48.0,609.0,20,563,9,629,6,926,2,730,-,-,-,-
Irwon 2(i)-dong,Gangnam-gu,575.0,191.0,5064.0,3248.0,1816.0,453.0,740.0,58.0,366.0,34.0,430.0,18,502,4,342,4,739,2,640,2,1305,-,-
Suseo-dong,Gangnam-gu,1333.0,315.0,17294.0,11139.0,6155.0,914.0,1893.0,248.0,1557.0,93.0,1196.0,35,1084,11,723,22,3502,3,1203,6,4790,1,1346
Segok-dong,Gangnam-gu,437.0,112.0,2422.0,1582.0,840.0,336.0,559.0,60.0,389.0,20.0,274.0,14,404,3,193,4,603,-,-,-,-,-,-
Apgujeong -dong,Gangnam-gu,3778.0,1456.0,28387.0,12802.0,15585.0,2388.0,5533.0,789.0,5011.0,357.0,4734.0,169,4894,57,3923,14,2230,3,1090,1,972,-,-
Cheongdam -dong,Gangnam-gu,3793.0,1512.0,36500.0,18586.0,17914.0,2325.0,5457.0,833.0,5382.0,322.0,4196.0,210,6052,62,4364,32,5674,7,2832,1,721,1,1822
Daechi 2(i)-dong,Gangnam-gu,3220.0,1125.0,50271.0,30456.0,19815.0,2000.0,4171.0,534.0,3467.0,274.0,3578.0,222,6682,103,7178,67,11336,6,2261,13,9659,1,1939
Gaepo 2(i)-dong,Gangnam-gu,1010.0,414.0,4045.0,2046.0,1999.0,888.0,1575.0,65.0,411.0,34.0,446.0,13,411,7,607,2,250,1,345,-,-,-,-
Pungnap 1(il)-dong,Songpa-gu,806.0,316.0,2501.0,1117.0,1384.0,735.0,981.0,38.0,237.0,13.0,184.0,13,423,5,384,2,292,-,-,-,-,-,-
Pungnap 2(i)-dong,Songpa-gu,1236.0,438.0,14873.0,6036.0,8837.0,981.0,1681.0,148.0,941.0,57.0,780.0,24,785,12,820,12,1742,-,-,1,528,1,7596
Geoyeo 1(il)-dong,Songpa-gu,828.0,287.0,2534.0,1342.0,1192.0,727.0,1132.0,55.0,344.0,25.0,325.0,18,472,3,261,-,-,-,-,-,-,-,-
Geoyeo 2(i)-dong,Songpa-gu,1223.0,418.0,4400.0,2412.0,1988.0,1070.0,1634.0,101.0,660.0,30.0,391.0,15,493,2,134,5,1088,-,-,-,-,-,-
Macheon 1(il)-dong,Songpa-gu,910.0,323.0,2057.0,1111.0,946.0,854.0,1265.0,39.0,236.0,7.0,93.0,8,206,1,90,1,167,-,-,-,-,-,-
Macheon 2(i)-dong,Songpa-gu,1340.0,486.0,3993.0,2133.0,1860.0,1212.0,1888.0,77.0,486.0,28.0,370.0,15,487,6,387,2,375,-,-,-,-,-,-
Bangi 1(il)-dong,Songpa-gu,1312.0,506.0,8976.0,5445.0,3531.0,966.0,1876.0,200.0,1278.0,86.0,1145.0,38,1134,10,713,9,1389,2,837,1,604,-,-
Bangi 2(i)-dong,Songpa-gu,2771.0,895.0,21572.0,13216.0,8356.0,2061.0,4005.0,408.0,2648.0,172.0,2214.0,79,2385,25,1703,21,3217,2,758,1,739,2,3903
Oryun-dong,Songpa-gu,510.0,212.0,4286.0,2367.0,1919.0,376.0,687.0,67.0,439.0,34.0,435.0,17,518,8,566,6,849,2,792,-,-,-,-
Ogeum-dong,Songpa-gu,3197.0,783.0,16645.0,10500.0,6145.0,2664.0,4310.0,304.0,1943.0,134.0,1746.0,56,1653,19,1230,16,2617,1,311,2,1125,1,1710
Songpa 1(il)-dong,Songpa-gu,2442.0,721.0,11419.0,7212.0,4207.0,2002.0,3420.0,267.0,1682.0,96.0,1226.0,51,1505,8,563,16,2393,2,630,-,-,-,-
Songpa 2(i)-dong,Songpa-gu,881.0,371.0,5434.0,3360.0,2074.0,743.0,1248.0,72.0,462.0,37.0,503.0,14,360,8,616,5,773,-,-,2,1472,-,-
Seokchon-dong,Songpa-gu,2757.0,992.0,14313.0,8588.0,5725.0,2260.0,4100.0,280.0,1779.0,127.0,1652.0,61,1777,14,1061,11,1781,1,310,3,1853,-,-
Samjeon-dong,Songpa-gu,1972.0,691.0,10176.0,6665.0,3511.0,1596.0,2897.0,241.0,1518.0,83.0,1110.0,26,766,16,1051,6,811,2,659,2,1364,-,-
Garakbon-dong,Songpa-gu,3460.0,1037.0,28071.0,16938.0,11133.0,2640.0,5028.0,441.0,2838.0,197.0,2625.0,103,3087,45,3309,22,3849,6,2168,5,4044,1,1123
Garak 1(il)-dong,Songpa-gu,3322.0,874.0,11184.0,8044.0,3140.0,2670.0,5486.0,569.0,3488.0,60.0,723.0,12,366,8,559,2,246,1,316,-,-,-,-
Garak 2(i)-dong,Songpa-gu,1832.0,691.0,8739.0,4988.0,3751.0,1503.0,2652.0,180.0,1161.0,81.0,1034.0,46,1390,15,1025,5,718,2,759,-,-,-,-
Munjeong 1(il)-dong,Songpa-gu,1434.0,497.0,6648.0,4260.0,2388.0,1162.0,2003.0,171.0,1052.0,54.0,689.0,26,752,12,789,9,1363,-,-,-,-,-,-
Munjeong 2(i)-dong,Songpa-gu,2170.0,677.0,10862.0,6835.0,4027.0,1728.0,3304.0,260.0,1656.0,112.0,1429.0,47,1338,11,726,10,1659,2,750,-,-,-,-
Jangji-dong,Songpa-gu,1449.0,440.0,9945.0,7099.0,2846.0,1177.0,1922.0,160.0,1010.0,56.0,712.0,28,790,9,667,14,2499,4,1705,1,640,-,-
Jamsilbon-dong,Songpa-gu,3052.0,1079.0,17039.0,10159.0,6880.0,2332.0,4768.0,432.0,2745.0,177.0,2294.0,80,2377,16,1188,11,1865,3,1238,1,564,-,-
Jamsil 4(sa)-dong,Songpa-gu,462.0,209.0,1727.0,664.0,1063.0,384.0,696.0,51.0,297.0,16.0,210.0,7,214,3,187,1,123,-,-,-,-,-,-
Jamsil 6(yuk)-dong,Songpa-gu,1959.0,565.0,23128.0,14349.0,8779.0,1467.0,2567.0,232.0,1494.0,120.0,1612.0,73,2295,31,2083,25,4404,4,1626,3,2015,4,5032
Jamsil 7(chil)-dong,Songpa-gu,195.0,101.0,976.0,473.0,503.0,166.0,260.0,14.0,94.0,8.0,113.0,2,67,4,323,1,119,-,-,-,-,-,-
Jamsil 2(i)-dong,Songpa-gu,765.0,349.0,3661.0,1608.0,2053.0,644.0,1340.0,75.0,466.0,22.0,289.0,12,367,7,513,5,686,-,-,-,-,-,-
Jamsil 3(sam)-dong,Songpa-gu,1218.0,606.0,8056.0,3524.0,4532.0,964.0,1929.0,141.0,931.0,68.0,861.0,33,955,6,413,2,382,3,1182,-,-,1,1403
Gangil-dong,Gangdong-gu,683.0,217.0,14694.0,11453.0,3241.0,487.0,885.0,136.0,835.0,21.0,263.0,19,582,10,729,6,946,2,891,-,-,2,9563
Sangil-dong,Gangdong-gu,1238.0,371.0,5441.0,2682.0,2759.0,1098.0,1762.0,88.0,548.0,25.0,345.0,13,379,6,357,7,839,-,-,-,-,1,1211
Myeongil 1(il)-dong,Gangdong-gu,1665.0,737.0,5027.0,2300.0,2727.0,1467.0,2458.0,118.0,739.0,53.0,684.0,20,577,6,395,1,174,-,-,-,-,-,-
Myeongil 2(i)-dong,Gangdong-gu,1267.0,596.0,5137.0,2366.0,2771.0,1007.0,1849.0,167.0,1065.0,69.0,866.0,18,537,3,188,2,324,1,308,-,-,-,-
Godeok 1(il)-dong,Gangdong-gu,550.0,193.0,1749.0,866.0,883.0,507.0,711.0,22.0,145.0,8.0,114.0,7,184,4,349,2,246,-,-,-,-,-,-
Godeok 2(i)-dong,Gangdong-gu,1945.0,257.0,3801.0,2611.0,1190.0,1868.0,2245.0,44.0,285.0,14.0,177.0,8,237,9,582,2,275,-,-,-,-,-,-
Amsa 2(i)-dong,Gangdong-gu,812.0,300.0,3671.0,1628.0,2043.0,693.0,1193.0,76.0,466.0,29.0,376.0,8,240,2,162,3,616,-,-,1,618,-,-
Amsa 3(sam)-dong,Gangdong-gu,603.0,200.0,1911.0,961.0,950.0,533.0,841.0,43.0,271.0,16.0,207.0,5,139,5,345,1,108,-,-,-,-,-,-
Cheonho 1(il)-dong,Gangdong-gu,1558.0,537.0,5102.0,2473.0,2629.0,1384.0,2180.0,107.0,687.0,41.0,543.0,14,369,8,563,4,760,-,-,-,-,-,-
Cheonho 3(sam)-dong,Gangdong-gu,1877.0,713.0,6171.0,3271.0,2900.0,1664.0,2584.0,127.0,804.0,47.0,611.0,27,864,7,484,5,824,-,-,-,-,-,-
Seongnae 1(il)-dong,Gangdong-gu,2045.0,608.0,15379.0,9343.0,6036.0,1559.0,2940.0,270.0,1702.0,113.0,1476.0,56,1674,26,1738,17,2704,1,336,2,1642,1,1167
Seongnae 2(i)-dong,Gangdong-gu,1928.0,714.0,7545.0,3571.0,3974.0,1636.0,2857.0,173.0,1079.0,59.0,800.0,48,1558,8,563,4,688,-,-,-,-,-,-
Seongnae 3(sam)-dong,Gangdong-gu,2384.0,918.0,10273.0,5739.0,4534.0,1967.0,3694.0,244.0,1522.0,122.0,1589.0,40,1280,6,406,3,494,1,337,1,951,-,-
Dunchon 1(il)-dong,Gangdong-gu,404.0,183.0,1318.0,742.0,576.0,382.0,486.0,6.0,37.0,7.0,104.0,2,62,5,336,2,293,-,-,-,-,-,-
Dunchon 2(i)-dong,Gangdong-gu,1610.0,567.0,9104.0,4843.0,4261.0,1350.0,2300.0,152.0,946.0,59.0,775.0,33,932,8,554,5,813,-,-,2,1135,1,1649
Amsa 1(il)-dong,Gangdong-gu,1947.0,707.0,5139.0,2752.0,2387.0,1766.0,2873.0,124.0,792.0,40.0,500.0,10,251,5,351,2,372,-,-,-,-,-,-
Cheonho 2(i)-dong,Gangdong-gu,3424.0,1348.0,14008.0,6471.0,7537.0,2851.0,5398.0,378.0,2388.0,130.0,1694.0,38,1094,15,1095,10,1599,2,740,-,-,-,-
Gil-dong,Gangdong-gu,3816.0,1372.0,18259.0,9233.0,9026.0,3110.0,5414.0,431.0,2791.0,159.0,2021.0,74,2317,29,1908,9,1354,2,721,1,650,1,1083
